 0.533 0.594 0.519 0.500 0.524 0.531 0.560 0.538 0.538 0.538 0.548 0.571 0.544 0.625 0.516 0.458 0.531 0.569 0.607 0.542 0.500 0.519 0.519 0.526 0.559 0.560 0.000 0.537 0.590 0.542 0.538 0.463 0.537 0.543 0.538 0.600 0.513 0.519 0.519 0.559 0.520 0.517 0.638
 0.500 0.385 0.478 0.385 0.400 0.423 0.429 0.500 0.814 0.821 0.400 0.873 0.890 0.423 0.389 0.400 0.385 0.835 0.810 0.583 0.636 0.756 0.756 0.767 0.944 0.412 0.537 0.000 0.869 0.462 0.375 0.484 0.760 0.810 0.776 0.787 0.563 0.478 0.381 0.581 0.375 0.756 0.540
 0.417 0.441 0.414 0.412 0.444 0.441 0.448 0.667 0.783 0.779 0.444 0.841 0.776 0.471 0.423 0.429 0.471 0.884 0.889 0.625 0.633 0.764 0.764 0.761 0.871 0.440 0.590 0.869 0.000 0.529 0.500 0.487 0.681 0.717 0.696 0.785 0.554 0.419 0.448 0.588 0.500 0.756 0.561
 0.571 0.522 0.538 0.537 0.594 0.582 0.585 0.543 0.467 0.462 0.526 0.550 0.455 0.537 0.580 0.567 0.530 0.550 0.550 0.552 0.474 0.462 0.462 0.462 0.500 0.508 0.542 0.462 0.529 0.000 0.576 0.510 0.429 0.455 0.429 0.529 0.512 0.545 0.510 0.525 0.537 0.550 0.475
 0.535 0.630 0.662 0.671 0.692 0.699 0.714 0.673 0.375 0.375 0.667 0.500 0.375 0.616 0.961 0.788 0.658 0.500 0.500 0.597 0.429 0.375 0.375 0.375 0.400 0.516 0.538 0.375 0.500 0.576 0.000 0.511 0.333 0.400 0.333 0.500 0.500 0.644 0.536 0.619 0.567 0.500 0.486
 0.500 0.475 0.492 0.492 0.490 0.556 0.541 0.485 0.457 0.483 0.453 0.487 0.483 0.492 0.517 0.500 0.500 0.487 0.487 0.500 0.514 0.486 0.486 0.486 0.459 0.471 0.463 0.484 0.487 0.510 0.511 0.000 0.417 0.500 0.400 0.514 0.429 0.533 0.489 0.533 0.512 0.487 0.463
 0.000 0.375 0.400 0.375 0.333 0.500 0.500 0.000 0.702 0.702 0.500 0.714 0.857 0.500 0.375 0.333 0.375 0.682 0.644 0.400 0.475 0.680 0.680 0.679 0.725 0.400 0.537 0.760 0.681 0.429 0.333 0.417 0.000 0.944 0.959 0.643 0.389 0.400 0.429 0.538 0.333 0.578 0.500
 0.000 0.389 0.400 0.389 0.375 0.444 0.438 0.000 0.726 0.726 0.444 0.754 0.899 0.444 0.400 0.400 0.389 0.719 0.690 0.444 0.566 0.714 0.714 0.712 0.781 0.444 0.543 0.810 0.717 0.455 0.400 0.500 0.944 0.000 1.000 0.691 0.536 0.400 0.385 0.579 0.333 0.638 0.514
 0.000 0.364 0.375 0.364 0.333 0.455 0.455 0.000 0.688 0.688 0.455 0.721 0.885 0.455 0.375 0.333 0.364 0.698 0.659 0.400 0.487 0.696 0.696 0.694 0.740 0.400 0.538 0.776 0.696 0.429 0.333 0.400 0.959 1.000 0.000 0.634 0.412 0.375 0.375 0.538 0.333 0.591 0.476
 0.500 0.500 0.440 0.433 0.500 0.467 0.480 0.667 0.743 0.743 0.448 0.823 0.747 0.533 0.455 0.429 0.467 0.790 0.850 0.611 0.627 0.680 0.680 0.680 0.797 0.476 0.600 0.787 0.785 0.529 0.500 0.514 0.643 0.691 0.634 0.000 0.542 0.444 0.519 0.588 0.500 0.684 0.585
 0.444 0.434 0.431 0.434 0.475 0.453 0.455 0.522 0.520 0.545 0.442 0.537 0.565 0.453 0.469 0.486 0.453 0.554 0.554 0.500 0.538 0.538 0.538 0.538 0.537 0.449 0.513 0.563 0.554 0.512 0.500 0.429 0.389 0.536 0.412 0.542 0.000 0.451 0.429 0.456 0.500 0.538 0.480
 0.560 0.640 0.704 0.680 0.701 0.740 0.742 0.660 0.483 0.522 0.659 0.484 0.476 0.690 0.707 0.648 0.670 0.484 0.419 0.662 0.448 0.407 0.407 0.444 0.448 0.566 0.519 0.478 0.419 0.545 0.644 0.533 0.400 0.400 0.375 0.444 0.451 0.000 0.532 0.535 0.565 0.516 0.484
 0.475 0.532 0.532 0.532 0.533 0.532 0.541 0.528 0.400 0.429 0.535 0.407 0.381 0.544 0.534 0.538 0.519 0.414 0.483 0.509 0.407 0.360 0.360 0.360 0.370 0.473 0.519 0.381 0.448 0.510 0.536 0.489 0.429 0.385 0.375 0.519 0.429 0.532 0.000 0.519 0.510 0.452 0.500
 0.463 0.539 0.563 0.566 0.571 0.590 0.609 0.525 0.516 0.516 0.545 0.594 0.548 0.539 0.587 0.583 0.557 0.588 0.594 0.508 0.500 0.548 0.548 0.548 0.576 0.476 0.559 0.581 0.588 0.525 0.619 0.533 0.538 0.579 0.538 0.588 0.456 0.535 0.519 0.000 0.529 0.568 0.479
 0.537 0.554 0.587 0.585 0.586 0.615 0.619 0.537 0.500 0.500 0.589 0.500 0.375 0.585 0.581 0.545 0.578 0.500 0.500 0.537 0.429 0.375 0.375 0.375 0.400 0.490 0.520 0.375 0.500 0.537 0.567 0.512 0.333 0.333 0.333 0.500 0.500 0.565 0.510 0.529 0.000 0.571 0.500
 0.400 0.441 0.517 0.441 0.500 0.472 0.484 0.750 0.744 0.731 0.455 0.773 0.732 0.471 0.462 0.429 0.444 0.787 0.744 0.500 0.627 0.721 0.721 0.733 0.779 0.391 0.517 0.756 0.756 0.550 0.500 0.487 0.578 0.638 0.591 0.684 0.538 0.516 0.452 0.568 0.571 0.000 0.569
 0.424 0.477 0.483 0.477 0.467 0.492 0.500 0.500 0.527 0.531 0.472 0.561 0.542 0.492 0.474 0.474 0.492 0.552 0.561 0.444 0.545 0.537 0.537 0.537 0.536 0.455 0.638 0.540 0.561 0.475 0.486 0.463 0.500 0.514 0.476 0.585 0.480 0.484 0.500 0.479 0.500 0.569 0.000
